Country,Year,life,population,child_mortality,gdp,region
South Africa,2008,52.776,49319363,66.1,12263,Sub-Saharan Africa
South Africa,2009,53.615,49751503,61.8,11903,Sub-Saharan Africa
South Africa,2010,54.547,50132817,54.4,12087,Sub-Saharan Africa
South Africa,2011,55.461,50459978,50.6,12291,Sub-Saharan Africa
South Africa,2012,56.271,50738255,47.8,12375,Sub-Saharan Africa
South Africa,2013,56.916,50981076,45.1,12454,Sub-Saharan Africa
South Sudan,1964,33.361,2600994,348.1,2318,Sub-Saharan Africa
South Sudan,1965,33.788,2664019,345.6,2426,Sub-Saharan Africa
South Sudan,1966,34.21,2728851,342.4,2343,Sub-Saharan Africa
South Sudan,1967,34.623,2795865,339.2,2218,Sub-Saharan Africa
South Sudan,1968,35.023,2866074,335.9,2301,Sub-Saharan Africa
South Sudan,1969,35.411,2940782,332.9,2388,Sub-Saharan Africa
South Sudan,1970,35.793,3020949,329.6,2233,Sub-Saharan Africa
South Sudan,1971,36.179,3107019,326.4,2329,Sub-Saharan Africa
South Sudan,1972,36.573,3198874,322.8,2224,Sub-Saharan Africa
South Sudan,1973,36.975,3296208,319.2,1983,Sub-Saharan Africa
South Sudan,1974,37.38,3398449,315.8,2126,Sub-Saharan Africa
South Sudan,1975,37.768,3505168,312.5,2332,Sub-Saharan Africa
South Sudan,1976,38.118,3615772,309.1,2686,Sub-Saharan Africa
South Sudan,1977,38.415,3730284,305.7,3009,Sub-Saharan Africa
South Sudan,1978,38.658,3849541,301.9,2871,Sub-Saharan Africa
South Sudan,1979,38.857,3974741,298.2,2488,Sub-Saharan Africa
South Sudan,1980,39.03,4106390,294.7,2432,Sub-Saharan Africa
South Sudan,1981,39.205,4245451,291.3,2411,Sub-Saharan Africa
South Sudan,1982,39.411,4390699,288.5,2637,Sub-Saharan Africa
South Sudan,1983,39.674,4537851,284.7,2530,Sub-Saharan Africa
South Sudan,1984,40.008,4681151,280.4,2327,Sub-Saharan Africa
South Sudan,1985,40.427,4816725,276.5,2104,Sub-Saharan Africa
South Sudan,1986,40.936,4942648,271.8,2130,Sub-Saharan Africa
South Sudan,1987,41.518,5060777,267.3,2137,Sub-Saharan Africa
South Sudan,1988,42.154,5175686,262.7,2125,Sub-Saharan Africa
South Sudan,1989,42.829,5294006,257.8,2247,Sub-Saharan Africa
South Sudan,1990,43.529,5420563,253.2,2013,Sub-Saharan Africa
South Sudan,1991,44.236,5556767,248.1,2089,Sub-Saharan Africa
South Sudan,1992,44.936,5701228,242.5,2137,Sub-Saharan Africa
South Sudan,1993,45.615,5852564,236.6,2141,Sub-Saharan Africa
South Sudan,1994,46.26,6008344,230.3,2125,Sub-Saharan Africa
South Sudan,1995,46.861,6166715,223.5,2132,Sub-Saharan Africa
South Sudan,1996,47.412,6327927,216.1,2183,Sub-Saharan Africa
South Sudan,1997,47.921,6492553,208.5,2338,Sub-Saharan Africa
South Sudan,1998,48.394,6659415,200.3,2407,Sub-Saharan Africa
South Sudan,1999,48.836,6827051,191.4,2518,Sub-Saharan Africa
South Sudan,2000,49.248,6994624,182.3,2684,Sub-Saharan Africa
South Sudan,2001,49.634,7161267,173,2769,Sub-Saharan Africa
South Sudan,2002,50.001,7327782,163.8,2855,Sub-Saharan Africa
South Sudan,2003,50.359,7497047,155.2,2976,Sub-Saharan Africa
South Sudan,2004,50.719,7673043,147,3045,Sub-Saharan Africa
South Sudan,2005,51.095,7858543,139.3,3221,Sub-Saharan Africa
South Sudan,2006,51.501,8054628,132.1,3455,Sub-Saharan Africa
South Sudan,2007,51.943,8260226,125.7,3756,Sub-Saharan Africa
South Sudan,2008,52.421,8473315,120,3776,Sub-Saharan Africa
South Sudan,2009,52.937,8940854,115.2,3799,Sub-Saharan Africa
South Sudan,2010,53.488,9415421,110.9,3838,Sub-Saharan Africa
South Sudan,2011,54.069,9897118,106.7,3505,Sub-Saharan Africa
South Sudan,2012,54.666,10386101,102.8,1810,Sub-Saharan Africa
South Sudan,2013,55.264,10881979,99.2,1965,Sub-Saharan Africa
Spain,1964,70.58,31764645,42.9,8611,Europe & Central Asia
Spain,1965,70.99,32108561,40.8,9106,Europe & Central Asia
Spain,1966,71.25,32443113,38.8,9700,Europe & Central Asia
Spain,1967,71.44,32770565,36.7,10252,Europe & Central Asia
Spain,1968,71.73,33098047,34.4,10767,Europe & Central Asia
Spain,1969,71.26,33436107,31.8,11650,Europe & Central Asia
Spain,1970,72.24,33791761,29.2,12233,Europe & Central Asia
Spain,1971,71.85,34165661,26.6,12834,Europe & Central Asia
Spain,1972,73.06,34553119,24.4,13790,Europe & Central Asia
Spain,1973,72.84,34949102,23.1,14908,Europe & Central Asia
Spain,1974,73.22,35346395,23,15885,Europe & Central Asia
Spain,1975,73.55,35738587,23.5,16296,Europe & Central Asia
Spain,1976,73.87,36124485,23.6,16818,Europe & Central Asia
Spain,1977,74.39,36501995,22.8,17305,Europe & Central Asia
Spain,1978,74.58,36862658,21.3,17707,Europe & Central Asia
Spain,1979,75.12,37196233,19.5,17825,Europe & Central Asia
Spain,1980,75.6,37495321,17.8,18119,Europe & Central Asia
Spain,1981,75.74,37757496,16.4,18116,Europe & Central Asia
Spain,1982,76.3,37984198,15.4,18358,Europe & Central Asia
Spain,1983,76.08,38177151,14.7,18754,Europe & Central Asia
Spain,1984,76.46,38339878,14,18970,Europe & Central Asia
Spain,1985,76.42,38476148,13.4,19300,Europe & Central Asia
Spain,1986,76.67,38586351,12.8,19881,Europe & Central Asia
Spain,1987,76.9,38673057,12.3,20953,Europe & Central Asia
Spain,1988,76.91,38745231,11.9,22036,Europe & Central Asia
Spain,1989,76.98,38814280,11.5,23141,Europe & Central Asia
Spain,1990,76.99,38889158,11,24126,Europe & Central Asia
Spain,1991,77.12,38979222,10.5,24684,Europe & Central Asia
Spain,1992,77.57,39086335,10.1,24831,Europe & Central Asia
Spain,1993,77.7,39203352,9.5,24498,Europe & Central Asia
Spain,1994,78.05,39318577,8.9,25015,Europe & Central Asia
Spain,1995,78.12,39426834,8.3,25645,Europe & Central Asia
Spain,1996,78.26,39519508,7.7,26270,Europe & Central Asia
Spain,1997,78.77,39608652,7.3,27167,Europe & Central Asia
Spain,1998,78.85,39734033,7,28238,Europe & Central Asia
Spain,1999,78.86,39948910,6.7,29353,Europe & Central Asia
Spain,2000,79.34,40288457,6.5,30647,Europe & Central Asia
Spain,2001,79.69,40767010,6.3,31488,Europe & Central Asia
Spain,2002,79.78,41364726,6.2,31866,Europe & Central Asia
Spain,2003,79.72,42039800,6.1,32293,Europe & Central Asia
Spain,2004,80.28,42732092,5.9,32745,Europe & Central Asia
Spain,2005,80.28,43395441,5.7,33396,Europe & Central Asia
Spain,2006,80.94,44017887,5.5,34206,Europe & Central Asia
Spain,2007,80.745,44604384,5.2,34845,Europe & Central Asia
Spain,2008,80.935,45146258,5,34676,Europe & Central Asia
Spain,2009,81.474,45638113,4.8,33142,Europe & Central Asia
Spain,2010,81.656,46076989,4.6,32994,Europe & Central Asia
Spain,2011,81.814,46454895,4.5,32674,Europe & Central Asia
Spain,2012,81.958,46771596,4.4,31971,Europe & Central Asia
Spain,2013,82.1,47042602,4.3,31681,Europe & Central Asia
Sri Lanka,1964,61.09,10962237,84.8,1809,South Asia
Sri Lanka,1965,61.591,11215216,81.6,1820,South Asia
Sri Lanka,1966,62.116,11477133,78.8,1755,South Asia
Sri Lanka,1967,62.645,11746217,76.4,1870,South Asia
Sri Lanka,1968,63.158,12018646,74.3,1961,South Asia
Sri Lanka,1969,63.65,12289319,72.5,1993,South Asia
Sri Lanka,1970,64.114,12554583,71,2044,South Asia
Sri Lanka,1971,64.546,12812407,69.7,1988,South Asia
Sri Lanka,1972,64.953,13063663,68.5,1994,South Asia
Sri Lanka,1973,65.34,13311145,67.1,2039,South Asia
Sri Lanka,1974,65.712,13559172,65.6,2074,South Asia
Sri Lanka,1975,66.086,13810647,63.8,2091,South Asia
Sri Lanka,1976,66.477,14066703,61.6,2118,South Asia
Sri Lanka,1977,66.893,14325640,59.1,2220,South Asia
Sri Lanka,1978,67.329,14584167,56.3,2318,South Asia
Sri Lanka,1979,67.773,14837618,53.2,2424,South Asia
Sri Lanka,1980,68.195,15082771,49.9,2514,South Asia
Sri Lanka,1981,68.556,15317817,46.3,2630,South Asia
Sri Lanka,1982,68.829,15544043,42.4,2718,South Asia
Sri Lanka,1983,69.004,15765034,38.3,2820,South Asia
Sri Lanka,1984,69.087,15986020,34.1,2924,South Asia
Sri Lanka,1985,69.108,16210466,30.2,3008,South Asia
Sri Lanka,1986,69.115,16439169,26.9,3115,South Asia
Sri Lanka,1987,69.148,16669911,24.2,3101,South Asia
Sri Lanka,1988,69.235,16899425,22.5,3138,South Asia
Sri Lanka,1989,69.376,17123045,21.6,3178,South Asia
Sri Lanka,1990,69.535,17337048,21.3,3340,South Asia
Sri Lanka,1991,69.652,17542866,21.2,3442,South Asia
Sri Lanka,1992,69.683,17740936,21.2,3561,South Asia
Sri Lanka,1993,69.615,17925624,21.1,3759,South Asia
Sri Lanka,1994,69.473,18089720,20.8,3915,South Asia
Sri Lanka,1995,69.333,18229498,20.2,4075,South Asia
Sri Lanka,1996,69.297,18340596,19.5,4184,South Asia
Sri Lanka,1997,69.442,18428257,18.7,4396,South Asia
Sri Lanka,1998,69.804,18510095,17.8,4550,South Asia
Sri Lanka,1999,70.37,18610110,17,4677,South Asia
Sri Lanka,2000,71.078,18745084,16.3,4946,South Asia
Sri Lanka,2001,71.828,18921794,15.8,4949,South Asia
Sri Lanka,2002,72.51,19134096,15.4,5111,South Asia
Sri Lanka,2003,73.04,19369853,15,5344,South Asia
Sri Lanka,2004,73.393,19610604,28.8,5559,South Asia
Sri Lanka,2005,73.573,19842536,14.1,5843,South Asia
Sri Lanka,2006,73.623,20062070,13.3,6223,South Asia
Sri Lanka,2007,73.621,20272269,12.5,6586,South Asia
Sri Lanka,2008,73.634,20473799,11.7,6907,South Asia
Sri Lanka,2009,73.686,20669142,11.1,7080,South Asia
Sri Lanka,2010,73.79,20859949,10.6,7572,South Asia
Sri Lanka,2011,73.941,21045394,10.1,8112,South Asia
Sri Lanka,2012,74.116,21223550,9.7,8856,South Asia
Sri Lanka,2013,74.293,21393876,9.4,9426,South Asia
Sudan,1964,49.848,10111923,166.5,2126,Sub-Saharan Africa
Sudan,1965,50.254,10356949,164,2220,Sub-Saharan Africa
Sudan,1966,50.66,10608998,161.7,2140,Sub-Saharan Africa
Sudan,1967,51.065,10869525,159.6,2022,Sub-Saharan Africa
Sudan,1968,51.466,11142482,157.7,2093,Sub-Saharan Africa
Sudan,1969,51.857,11432923,156,2167,Sub-Saharan Africa
Sudan,1970,52.231,11744590,154.6,2022,Sub-Saharan Africa
Sudan,1971,52.579,12079205,153.3,2106,Sub-Saharan Africa
Sudan,1972,52.897,12436311,152.1,2006,Sub-Saharan Africa
Sudan,1973,53.18,12814718,150.8,1785,Sub-Saharan Africa
Sudan,1974,53.426,13212203,149.6,1910,Sub-Saharan Africa
Sudan,1975,53.633,13627096,148.3,2091,Sub-Saharan Africa
Sudan,1976,53.803,14057092,147,2403,Sub-Saharan Africa
Sudan,1977,53.942,14502283,145.6,2687,Sub-Saharan Africa
Sudan,1978,54.057,14965920,144.3,2559,Sub-Saharan Africa
Sudan,1979,54.157,15452659,143.2,2213,Sub-Saharan Africa
Sudan,1980,54.249,15964476,142.1,2159,Sub-Saharan Africa
Sudan,1981,54.338,16505106,140.9,2137,Sub-Saharan Africa
Sudan,1982,54.431,17069788,139.9,2332,Sub-Saharan Africa
Sudan,1983,54.53,17641875,138.8,2233,Sub-Saharan Africa
Sudan,1984,54.641,18198981,137.5,2050,Sub-Saharan Africa
Sudan,1985,54.765,18726053,136,1850,Sub-Saharan Africa
Sudan,1986,54.901,19215610,134.5,1869,Sub-Saharan Africa
Sudan,1987,55.046,19674861,132.8,1871,Sub-Saharan Africa
Sudan,1988,55.197,20121591,131.1,1858,Sub-Saharan Africa
Sudan,1989,55.355,20581590,129.3,1961,Sub-Saharan Africa
Sudan,1990,55.522,21073606,127.5,1753,Sub-Saharan Africa
Sudan,1991,55.699,21603126,125.7,1830,Sub-Saharan Africa
Sudan,1992,55.887,22164751,123.9,1892,Sub-Saharan Africa
Sudan,1993,56.089,22753100,122.1,1918,Sub-Saharan Africa
Sudan,1994,56.305,23358732,120.2,1879,Sub-Saharan Africa
Sudan,1995,56.539,23974432,118.2,1934,Sub-Saharan Africa
Sudan,1996,56.79,24601180,116.1,1992,Sub-Saharan Africa
Sudan,1997,57.059,25241197,113.9,2142,Sub-Saharan Africa
Sudan,1998,57.346,25889911,111.4,2175,Sub-Saharan Africa
Sudan,1999,57.651,26541630,108.8,2183,Sub-Saharan Africa
Sudan,2000,57.979,27193105,105.9,2258,Sub-Saharan Africa
Sudan,2001,58.333,27840967,103.1,2338,Sub-Saharan Africa
Sudan,2002,58.713,28488328,100.2,2419,Sub-Saharan Africa
Sudan,2003,59.113,29146386,97.3,2533,Sub-Saharan Africa
Sudan,2004,59.524,29830604,94.5,2557,Sub-Saharan Africa
Sudan,2005,59.931,30551777,91.9,2672,Sub-Saharan Africa
Sudan,2006,60.317,31314098,89.3,2858,Sub-Saharan Africa
Sudan,2007,60.671,32113409,87,3097,Sub-Saharan Africa
Sudan,2008,60.986,32941836,84.7,3246,Sub-Saharan Africa
Sudan,2009,61.258,33537455,82.4,3259,Sub-Saharan Africa
Sudan,2010,61.49,34136520,80.2,3282,Sub-Saharan Africa
Sudan,2011,61.691,34735288,78.2,3524,Sub-Saharan Africa
Sudan,2012,61.875,35335982,76.3,3856,Sub-Saharan Africa
Sudan,2013,62.055,35940905,74.2,3903,Sub-Saharan Africa
Suriname,1964,61.117,323298,89.22,7650,America
Suriname,1965,61.491,332197,85.51,7829,America
Suriname,1966,61.867,341643,81.87,8012,America
Suriname,1967,62.239,351379,78.79,8199,America
Suriname,1968,62.599,360486,75.42,8390,America
Suriname,1969,62.943,367733,72.67,8586,America
Suriname,1970,63.268,372297,69.66,8786,America
Suriname,1971,63.568,373795,67.23,9315,America
Suriname,1972,63.844,372648,65.35,9776,America
Suriname,1973,64.1,369834,64.24,10239,America
Suriname,1974,64.339,366767,63.15,10609,America
Suriname,1975,64.571,364497,62.08,9648,America
Suriname,1976,64.806,363386,61.02,10622,America
Suriname,1977,65.053,363227,59.97,11830,America
Suriname,1978,65.314,363818,58.94,12569,America
Suriname,1979,65.587,364751,57.93,11872,America
Suriname,1980,65.862,365749,56.74,10836,America
Suriname,1981,66.128,366770,55.8,11515,America
Suriname,1982,66.37,368027,54.96,10888,America
Suriname,1983,66.581,369782,57,10291,America
Suriname,1984,66.758,372398,55.5,9935,America
Suriname,1985,66.901,376102,54.1,11162,America
Suriname,1986,67.018,381012,52.7,10842,America
Suriname,1987,67.119,386974,51.4,9949,America
Suriname,1988,67.214,393605,50.2,10724,America
Suriname,1989,67.305,400375,48.9,11131,America
Suriname,1990,67.393,406890,47.6,10625,America
Suriname,1991,67.477,413011,46.3,10759,America
Suriname,1992,67.553,418828,44.9,10588,America
Suriname,1993,67.619,424455,43.5,9690,America
Suriname,1994,67.675,430102,42.2,9873,America
Suriname,1995,67.72,435920,40.9,9848,America
Suriname,1996,67.75,441896,39.6,9839,America
Suriname,1997,67.77,447957,38.3,10263,America
Suriname,1998,67.785,454124,37,10283,America
Suriname,1999,67.807,460419,35.7,10054,America
Suriname,2000,67.851,466846,34.4,9908,America
Suriname,2001,67.935,473431,33.3,10214,America
Suriname,2002,68.071,480132,32.1,10502,America
Suriname,2003,68.261,486800,31.1,10979,America
Suriname,2004,68.503,493236,30.1,11836,America
Suriname,2005,68.788,499294,29.2,12225,America
Suriname,2006,69.102,504913,28.3,12553,America
Suriname,2007,69.424,510136,27.4,13059,America
Suriname,2008,69.739,515066,26.4,13470,America
Suriname,2009,70.036,519861,25.6,13747,America
Suriname,2010,70.309,524636,24.9,14325,America
Suriname,2011,70.559,529419,24.1,14942,America
Suriname,2012,70.794,534175,23.4,15254,America
Suriname,2013,71.019,538882,22.6,15556,America
Swaziland,1964,45.452,382477,197.8,2713,Sub-Saharan Africa
Swaziland,1965,45.767,391553,194,3059,Sub-Saharan Africa
Swaziland,1966,46.123,401184,190.3,3112,Sub-Saharan Africa
Swaziland,1967,46.527,411365,186.6,3324,Sub-Saharan Africa
Swaziland,1968,46.982,422152,182.9,3092,Sub-Saharan Africa
Swaziland,1969,47.491,433598,179,3142,Sub-Saharan Africa
Swaziland,1970,48.045,445735,174.8,3971,Sub-Saharan Africa
Swaziland,1971,48.633,458611,170.1,3934,Sub-Saharan Africa
Swaziland,1972,49.238,472236,164.8,4302,Sub-Saharan Africa
Swaziland,1973,49.848,486560,158.9,4417,Sub-Saharan Africa
Swaziland,1974,50.457,501509,152.5,4786,Sub-Saharan Africa
Swaziland,1975,51.067,517024,145.8,4827,Sub-Saharan Africa
Swaziland,1976,51.686,533202,139.5,4851,Sub-Saharan Africa
Swaziland,1977,52.322,550089,133.4,4859,Sub-Saharan Africa
Swaziland,1978,52.977,567534,127.8,4842,Sub-Saharan Africa
Swaziland,1979,53.646,585327,122.4,4766,Sub-Saharan Africa
Swaziland,1980,54.323,603385,117,4723,Sub-Saharan Africa
Swaziland,1981,55.002,621346,111.3,4894,Sub-Saharan Africa
Swaziland,1982,55.67,639383,105.3,5031,Sub-Saharan Africa
Swaziland,1983,56.312,658564,99.1,4890,Sub-Saharan Africa
Swaziland,1984,56.914,680341,92.9,4821,Sub-Saharan Africa
Swaziland,1985,57.476,705602,86.7,4945,Sub-Saharan Africa
Swaziland,1986,58.008,734925,81,4943,Sub-Saharan Africa
Swaziland,1987,58.504,767579,76,5171,Sub-Saharan Africa
Swaziland,1988,58.94,801540,71.9,4823,Sub-Saharan Africa
Swaziland,1989,59.28,833994,68.8,4924,Sub-Saharan Africa
Swaziland,1990,59.458,862947,67,4844,Sub-Saharan Africa
Swaziland,1991,59.405,887467,66.7,4793,Sub-Saharan Africa
Swaziland,1992,59.086,908158,68,4835,Sub-Saharan Africa
Swaziland,1993,58.486,926420,71,4887,Sub-Saharan Africa
Swaziland,1994,57.613,944404,75.7,4909,Sub-Saharan Africa
Swaziland,1995,56.469,963591,81.1,5043,Sub-Saharan Africa
Swaziland,1996,55.068,984632,86.9,5125,Sub-Saharan Africa
Swaziland,1997,53.488,1006824,92.6,5167,Sub-Saharan Africa
Swaziland,1998,51.828,1028708,98.3,5189,Sub-Saharan Africa
Swaziland,1999,50.187,1048174,103.9,5243,Sub-Saharan Africa
Swaziland,2000,48.689,1063832,109.5,5257,Sub-Saharan Africa
Swaziland,2001,47.457,1075083,113.8,5263,Sub-Saharan Africa
Swaziland,2002,46.546,1082777,117,5320,Sub-Saharan Africa
Swaziland,2003,45.983,1088724,119.5,5410,Sub-Saharan Africa
Swaziland,2004,45.773,1095487,120.9,5533,Sub-Saharan Africa
Swaziland,2005,45.891,1104909,120.8,5618,Sub-Saharan Africa
Swaziland,2006,46.276,1117604,115.9,5733,Sub-Saharan Africa
Swaziland,2007,46.811,1133007,113,5847,Sub-Saharan Africa
Swaziland,2008,47.389,1150344,112.2,5887,Sub-Saharan Africa
Swaziland,2009,47.94,1168345,105.1,5860,Sub-Saharan Africa
Swaziland,2010,48.398,1186056,90.9,5862,Sub-Saharan Africa
Swaziland,2011,48.717,1203330,83.6,5846,Sub-Saharan Africa
Swaziland,2012,48.91,1220408,78.8,5910,Sub-Saharan Africa
Swaziland,2013,49,1237166,74.9,5998,Sub-Saharan Africa
Sweden,1964,73.73,7676568,17.1,18434,Europe & Central Asia
Sweden,1965,73.88,7734003,16.3,19142,Europe & Central Asia
Sweden,1966,74.13,7796427,15.5,19222,Europe & Central Asia
Sweden,1967,74.16,7862718,14.9,19709,Europe & Central Asia
Sweden,1968,74.03,7929066,14.4,20401,Europe & Central Asia
Sweden,1969,74.15,7990318,13.9,21168,Europe & Central Asia
Sweden,1970,74.7,8042839,13.4,22054,Europe & Central Asia
Sweden,1971,74.62,8084965,12.9,22277,Europe & Central Asia
Sweden,1972,74.72,8117863,12.3,22308,Europe & Central Asia
Sweden,1973,74.88,8144217,11.6,23232,Europe & Central Asia
Sweden,1974,74.99,8168135,10.9,25048,Europe & Central Asia
Sweden,1975,75,8192569,10.3,25353,Europe & Central Asia
Sweden,1976,75.01,8218933,9.8,25378,Europe & Central Asia
Sweden,1977,75.44,8246302,9.4,24567,Europe & Central Asia
Sweden,1978,75.53,8272581,9,24784,Europe & Central Asia
Sweden,1979,75.57,8294604,8.7,25827,Europe & Central Asia
Sweden,1980,75.8,8310467,8.5,26010,Europe & Central Asia
Sweden,1981,76.1,8319266,8.2,25869,Europe & Central Asia
Sweden,1982,76.42,8322909,8,26431,Europe & Central Asia
Sweden,1983,76.66,8325682,7.8,26808,Europe & Central Asia
Sweden,1984,76.92,8333446,7.7,27890,Europe & Central Asia
Sweden,1985,76.78,8350392,7.6,28202,Europe & Central Asia
Sweden,1986,77.04,8377422,7.5,29138,Europe & Central Asia
Sweden,1987,77.19,8413155,7.4,29889,Europe & Central Asia
Sweden,1988,77.08,8456561,7.3,30596,Europe & Central Asia
Sweden,1989,77.74,8505752,7.2,31161,Europe & Central Asia
Sweden,1990,77.67,8558829,6.9,30901,Europe & Central Asia
Sweden,1991,77.81,8616729,6.6,30340,Europe & Central Asia
Sweden,1992,78.16,8678657,6.1,29813,Europe & Central Asia
Sweden,1993,78.24,8738894,5.7,29028,Europe & Central Asia
Sweden,1994,78.86,8789976,5.2,30000,Europe & Central Asia
Sweden,1995,78.94,8826949,4.8,31044,Europe & Central Asia
Sweden,1996,79.15,8847421,4.5,31465,Europe & Central Asia
Sweden,1997,79.39,8853934,4.3,32360,Europe & Central Asia
Sweden,1998,79.53,8852650,4.2,33709,Europe & Central Asia
Sweden,1999,79.61,8852487,4.1,35208,Europe & Central Asia
Sweden,2000,79.84,8860153,4.1,36816,Europe & Central Asia
Sweden,2001,79.93,8877022,4.1,37292,Europe & Central Asia
Sweden,2002,80.04,8901831,4,37941,Europe & Central Asia
Sweden,2003,80.33,8935392,3.9,38702,Europe & Central Asia
Sweden,2004,80.67,8977965,3.7,40216,Europe & Central Asia
Sweden,2005,80.75,9029345,3.6,41184,Europe & Central Asia
Sweden,2006,80.95,9090707,3.4,42873,Europe & Central Asia
Sweden,2007,81.08,9161374,3.3,44005,Europe & Central Asia
Sweden,2008,80.973,9236872,3.2,43421,Europe & Central Asia
Sweden,2009,81.282,9311110,3.1,40820,Europe & Central Asia
Sweden,2010,81.426,9379687,3.1,42898,Europe & Central Asia
Sweden,2011,81.56,9440747,3,43709,Europe & Central Asia
Sweden,2012,81.69,9495392,3,43263,Europe & Central Asia
Sweden,2013,81.818,9545823,3,43448,Europe & Central Asia
Switzerland,1964,72.2,5729362,23.6,30886,Europe & Central Asia
Switzerland,1965,72.33,5829839,22.6,31531,Europe & Central Asia
Switzerland,1966,72.47,5916770,21.6,31983,Europe & Central Asia
Switzerland,1967,72.77,5991515,20.7,32566,Europe & Central Asia
Switzerland,1968,72.72,6056165,19.9,33324,Europe & Central Asia
Switzerland,1969,72.73,6114502,19.2,34719,Europe & Central Asia
Switzerland,1970,73.14,6169124,18.4,36582,Europe & Central Asia
Switzerland,1971,73.26,6221393,17.6,37621,Europe & Central Asia
Switzerland,1972,73.78,6269871,16.7,38478,Europe & Central Asia
Switzerland,1973,74.08,6311231,15.8,39412,Europe & Central Asia
Switzerland,1974,74.43,6340818,14.8,39874,Europe & Central Asia
Switzerland,1975,74.82,6355947,13.8,37301,Europe & Central Asia
Switzerland,1976,74.94,6355012,12.9,37189,Europe & Central Asia
Switzerland,1977,75.39,6340979,12.1,38201,Europe & Central Asia
Switzerland,1978,75.34,6321339,11.4,38264,Europe & Central Asia
Switzerland,1979,75.64,6306326,10.8,39109,Europe & Central Asia
Switzerland,1980,75.64,6303346,10.4,40692,Europe & Central Asia
Switzerland,1981,75.87,6315530,10,41080,Europe & Central Asia
Switzerland,1982,76.21,6341096,9.7,40226,Europe & Central Asia
Switzerland,1983,76.22,6376512,9.4,40229,Europe & Central Asia
Switzerland,1984,76.82,6415987,9.2,41269,Europe & Central Asia
Switzerland,1985,76.94,6455375,9,42462,Europe & Central Asia
Switzerland,1986,77.11,6493102,8.9,42899,Europe & Central Asia
Switzerland,1987,77.41,6530777,8.8,42914,Europe & Central Asia
Switzerland,1988,77.43,6571061,8.6,43895,Europe & Central Asia
Switzerland,1989,77.62,6617925,8.4,45400,Europe & Central Asia
Switzerland,1990,77.44,6673738,8.2,46600,Europe & Central Asia
Switzerland,1991,77.72,6740104,7.9,45599,Europe & Central Asia
Switzerland,1992,78.02,6814701,7.5,45080,Europe & Central Asia
Switzerland,1993,78.31,6891266,7.1,44615,Europe & Central Asia
Switzerland,1994,78.6,6961228,6.7,44823,Europe & Central Asia
Switzerland,1995,78.68,7018702,6.4,44738,Europe & Central Asia
Switzerland,1996,79.17,7060963,6.1,44809,Europe & Central Asia
Switzerland,1997,79.37,7090483,6,45734,Europe & Central Asia
Switzerland,1998,79.62,7112948,5.8,46942,Europe & Central Asia
Switzerland,1999,79.88,7136740,5.7,47486,Europe & Central Asia
Switzerland,2000,79.99,7167908,5.6,49083,Europe & Central Asia
Switzerland,2001,80.41,7207987,5.6,49479,Europe & Central Asia
Switzerland,2002,80.62,7254975,5.5,49177,Europe & Central Asia
Switzerland,2003,80.72,7307078,5.3,48837,Europe & Central Asia
Switzerland,2004,81.28,7361231,5.2,49882,Europe & Central Asia
Switzerland,2005,81.45,7415007,5.1,51069,Europe & Central Asia
Switzerland,2006,81.75,7468350,5,52786,Europe & Central Asia
Switzerland,2007,81.94,7521613,4.8,54483,Europe & Central Asia
Switzerland,2008,81.898,7573204,4.7,55020,Europe & Central Asia
Switzerland,2009,82.032,7621211,4.6,53179,Europe & Central Asia
Switzerland,2010,82.192,7664318,4.5,54183,Europe & Central Asia
Switzerland,2011,82.336,7701690,4.4,54551,Europe & Central Asia
Switzerland,2012,82.471,7733709,4.3,54573,Europe & Central Asia
Switzerland,2013,82.604,7761820,4.2,54983,Europe & Central Asia
Syria,1964,55.028,5202606,145.6,2894,Middle East & North Africa
Syria,1965,55.644,5378287,138.2,2810,Middle East & North Africa
Syria,1966,56.294,5561371,131.2,2503,Middle East & North Africa
Syria,1967,56.976,5751807,124.4,2580,Middle East & North Africa
Syria,1968,57.686,5949690,117.7,2598,Middle East & North Africa
Syria,1969,58.418,6155081,111.3,3009,Middle East & North Africa
Syria,1970,59.164,6368017,105.2,2582,Middle East & North Africa
Syria,1971,59.915,6588936,99.6,2744,Middle East & North Africa
Syria,1972,60.658,6817940,94.1,3317,Middle East & North Africa
Syria,1973,61.386,7054361,89.1,2933,Middle East & North Africa
Syria,1974,62.09,7297254,84.3,3521,Middle East & North Africa
Syria,1975,62.768,7546139,79.8,4071,Middle East & North Africa
Syria,1976,63.418,7800152,75.6,4372,Middle East & North Africa
Syria,1977,64.045,8059995,71.6,4178,Middle East & North Africa
Syria,1978,64.653,8328592,67.8,4398,Middle East & North Africa
Syria,1979,65.241,8609920,64.2,4411,Middle East & North Africa
Syria,1980,65.807,8906543,60.8,4777,Middle East & North Africa
Syria,1981,66.349,9219690,57.7,5055,Middle East & North Africa
Syria,1982,66.867,9547693,54.7,4987,Middle East & North Africa
Syria,1983,67.361,9886629,52,4886,Middle East & North Africa
Syria,1984,67.831,10230958,49.4,4531,Middle East & North Africa
Syria,1985,68.278,10576592,47,4653,Middle East & North Africa
Syria,1986,68.705,10921760,44.8,4284,Middle East & North Africa
Syria,1987,69.114,11267240,42.7,4234,Middle East & North Africa
Syria,1988,69.507,11614542,40.7,4654,Middle East & North Africa
Syria,1989,69.887,11966274,38.9,3749,Middle East & North Africa
